,author,title,year,Name,Surname
1101,Емельянов С.0.,Макет автоматического классификатора транспортных средств ,2014,С.0.,Емельянов
1102,Николаев Д.П.,Макет автоматического классификатора транспортных средств ,2014,Д.П.,Николаев
1103,Карпов Н.В.,Функции распределения с «толстыми хвостами» в задаче распознавания изолированных слов ,2014,Н.В.,Карпов
1104,Губочкин И.В.,Функции распределения с «толстыми хвостами» в задаче распознавания изолированных слов ,2014,И.В.,Губочкин
1105,Гущин А.С.,Анализ эффективности алгоритмов фильтрации пакетов видеопотока MPEG-4 передаваемых в сетях экстренных служб в условиях перегрузок ,2014,А.С.,Гущин
1106,Сафонов А.А.,Анализ эффективности алгоритмов фильтрации пакетов видеопотока MPEG-4 передаваемых в сетях экстренных служб в условиях перегрузок ,2014,А.А.,Сафонов
1107,Хоров Е.М.,Анализ эффективности алгоритмов фильтрации пакетов видеопотока MPEG-4 передаваемых в сетях экстренных служб в условиях перегрузок ,2014,Е.М.,Хоров
1108,Денисов С.В.,Слабый отбор и дрейфовый груз в сайтах сплайсинга ,2014,С.В.,Денисов
1109,Дерендяев А.Б.,Самоподобие кластерной составляющей сейсмического потока ,2014,А.Б.,Дерендяев
1110,Диконов В.Г.,Установление связей между русскими словами и онтологией - шаг к моделированию понимания ,2014,В.Г.,Диконов
1111,Иншакова E.С.,Установление связей между русскими словами и онтологией - шаг к моделированию понимания ,2014,E.С.,Иншакова
1112,Дяченко П.В.,НКРЯ: о некоторых различиях в описании морфологии разных частей корпуса и об автоматическом построении синтаксических структур с учетом заранее известных морфологических характеристик ,2014,П.В.,Дяченко
1113,Подлесская О.Ю.,НКРЯ: о некоторых различиях в описании морфологии разных частей корпуса и об автоматическом построении синтаксических структур с учетом заранее известных морфологических характеристик ,2014,О.Ю.,Подлесская
1114,Сизов В.,НКРЯ: о некоторых различиях в описании морфологии разных частей корпуса и об автоматическом построении синтаксических структур с учетом заранее известных морфологических характеристик ,2014,В.,Сизов
1115,Жаров И.А.,Коэволюция транскрипционных факторов устойчивости к тяжелым металлам семейства MerR и их сайтов связывания ,2014,И.А.,Жаров
1116,Коростелёв Ю.Д.,Коэволюция транскрипционных факторов устойчивости к тяжелым металлам семейства MerR и их сайтов связывания ,2014,Ю.Д.,Коростелёв
1117,Жванский Д.С.,Реакции мышц рук и ног на внешние возмущения в условиях разгрузки у пациентов с различными неврологическими нарушениями ,2014,Д.С.,Жванский
1118,Селионов В.А.,Реакции мышц рук и ног на внешние возмущения в условиях разгрузки у пациентов с различными неврологическими нарушениями ,2014,В.А.,Селионов
1119,Солопова И.А.,Реакции мышц рук и ног на внешние возмущения в условиях разгрузки у пациентов с различными неврологическими нарушениями ,2014,И.А.,Солопова
1120,Желанкин Р.В.,Особенности строения сетчатки у представителей двух семейств подотряда змей (Ophidia): ужеобразных (Colubridae) и гадюковых (Viperidae) ,2014,Р.В.,Желанкин
1121,Животовский Н.К.,"Оценивание параметров в моделях, заданных системой условных ограничений ",2014,Н.К.,Животовский
1122,Спокойный В.Г.,"Оценивание параметров в моделях, заданных системой условных ограничений ",2014,В.Г.,Спокойный
1123,Жилин И.В.,"Влияние разрядности вычислений на эффективность алгоритма ""распространения доверия"" для декодирования МПП-кодов ",2014,И.В.,Жилин
1124,Зяблов В.В.,"Влияние разрядности вычислений на эффективность алгоритма ""распространения доверия"" для декодирования МПП-кодов ",2014,В.В.,Зяблов
1125,Журавлева Е.В.,Эволюция некодирующих РНК в геномах рода Drosophila ,2014,Е.В.,Журавлева
1126,Ставровская Е.Д.,Эволюция некодирующих РНК в геномах рода Drosophila ,2014,Е.Д.,Ставровская
1127,Миронов А.А.,Эволюция некодирующих РНК в геномах рода Drosophila ,2014,А.А.,Миронов
1128,Фаворов А.В.,Эволюция некодирующих РНК в геномах рода Drosophila ,2014,А.В.,Фаворов
1129,Яруллин Р.С.,Об одном алгоритме отсечений для задачи выпуклого программирования ,2014,Р.С.,Яруллин
1130,Заботин И.Я.,Об одном алгоритме отсечений для задачи выпуклого программирования ,2014,И.Я.,Заботин
1131,Иванов А.С.,Передача мультимедийных потоков постоянной интенсивности в сетях IEEE 802.11ad ,2014,А.С.,Иванов
1132,Занкин В.,Передача мультимедийных потоков постоянной интенсивности в сетях IEEE 802.11ad ,2014,В.,Занкин
1133,Хоров Е.М.,Передача мультимедийных потоков постоянной интенсивности в сетях IEEE 802.11ad ,2014,Е.М.,Хоров
1134,Крещук А.А.,Нижняя граница на вероятность ошибочного итеративного декодирования кодов-произведения ,2014,А.А.,Крещук
1135,Зяблов В.В.,Нижняя граница на вероятность ошибочного итеративного декодирования кодов-произведения ,2014,В.В.,Зяблов
1136,Фролов А.А.,Метод кодирования для Q-частотного гауссовского канала с S пользователями ,2014,А.А.,Фролов
1137,Зяблов В.В.,Метод кодирования для Q-частотного гауссовского канала с S пользователями ,2014,В.В.,Зяблов
1138,Иванов Ф.И.,"Коды с малой плотностью проверок, основанные на кодах с частично-единичной памятью ",2014,Ф.И.,Иванов
1139,Зяблов В.В.,"Коды с малой плотностью проверок, основанные на кодах с частично-единичной памятью ",2014,В.В.,Зяблов
1140,Иванов А.С.,Модель передачи видеопотока механизмом MCCA в условиях помех ,2014,А.С.,Иванов
1141,Хоров Е.М.,Модель передачи видеопотока механизмом MCCA в условиях помех ,2014,Е.М.,Хоров
1142,Ингачева А.С.,Исследование влияния немонохроматичности пучка на точность восстановления томографических изображений ,2014,А.С.,Ингачева
1143,Прун В.Е.,Исследование влияния немонохроматичности пучка на точность восстановления томографических изображений ,2014,В.Е.,Прун
1144,Чукалина М.В.,Исследование влияния немонохроматичности пучка на точность восстановления томографических изображений ,2014,М.В.,Чукалина
1145,Каргин И.С.,Маршрутизация в беспроводных многошаговых сетях в условиях коррелированных помех ,2014,И.С.,Каргин
1146,Сафонов А.А.,Маршрутизация в беспроводных многошаговых сетях в условиях коррелированных помех ,2014,А.А.,Сафонов
1147,Ляхов А.И.,Маршрутизация в беспроводных многошаговых сетях в условиях коррелированных помех ,2014,А.И.,Ляхов
1148,Кирьянов А.Г.,Модель передачи мультимедийных потоков реального времени при помощи детерминированного метода доступа ,2014,А.Г.,Кирьянов
1149,Ляхов А.И.,Модель передачи мультимедийных потоков реального времени при помощи детерминированного метода доступа ,2014,А.И.,Ляхов
1150,Хоров Е.М.,Модель передачи мультимедийных потоков реального времени при помощи детерминированного метода доступа ,2014,Е.М.,Хоров
1151,Кирьянов А.Г.,Анализ методов борьбы с кратковременными помехами при передаче видеопотоков реального времени ,2014,А.Г.,Кирьянов
1152,Логинов В.А.,Анализ методов борьбы с кратковременными помехами при передаче видеопотоков реального времени ,2014,В.А.,Логинов
1153,Хоров Е.М.,Анализ методов борьбы с кратковременными помехами при передаче видеопотоков реального времени ,2014,Е.М.,Хоров
1154,Кокорев Д.С.,"Алгоритмы вписывания выпуклых многогранников, использующие численные методы оптимизации ",2014,Д.С.,Кокорев
1155,Коноваленко И.А.,Автоматическое определение мгновенной скорости автомобиля по видеопотоку в условиях неконтролируемого освещения ,2014,И.А.,Коноваленко
1156,Кузнецова Е.Г.,Автоматическое определение мгновенной скорости автомобиля по видеопотоку в условиях неконтролируемого освещения ,2014,Е.Г.,Кузнецова
1157,Паркер Х.,Сохранение биологической геторогенности при коррекции эффекта выборки в геномных данных с помощью обращённого анализа суррогатных переменых ,2014,Х.,Паркер
1158,Лик Дж.,Сохранение биологической геторогенности при коррекции эффекта выборки в геномных данных с помощью обращённого анализа суррогатных переменых ,2014,Дж.,Лик
1159,Фаворов А.В.,Сохранение биологической геторогенности при коррекции эффекта выборки в геномных данных с помощью обращённого анализа суррогатных переменых ,2014,А.В.,Фаворов
1160,Консайдайн М.,Сохранение биологической геторогенности при коррекции эффекта выборки в геномных данных с помощью обращённого анализа суррогатных переменых ,2014,М.,Консайдайн
1161,Ша Ш.,Сохранение биологической геторогенности при коррекции эффекта выборки в геномных данных с помощью обращённого анализа суррогатных переменых ,2014,Ш.,Ша
1162,Чевэн С.,Сохранение биологической геторогенности при коррекции эффекта выборки в геномных данных с помощью обращённого анализа суррогатных переменых ,2014,С.,Чевэн
1163,Чанг К.,Сохранение биологической геторогенности при коррекции эффекта выборки в геномных данных с помощью обращённого анализа суррогатных переменых ,2014,К.,Чанг
1164,Фертиг Е.,Сохранение биологической геторогенности при коррекции эффекта выборки в геномных данных с помощью обращённого анализа суррогатных переменых ,2014,Е.,Фертиг
1165,Королёв С.А.,Rho-зависимая и классическая транскрипционные аттенюации ,2014,С.А.,Королёв
1166,Селиверстов А.В.,Rho-зависимая и классическая транскрипционные аттенюации ,2014,А.В.,Селиверстов
1167,Корх А.В.,Методы увеличения эффективности работы алгоритмов последовательного заполнения сетей потоками ,2014,А.В.,Корх
1168,Кротов А.В.,Модель передачи данных межмашинного взаимодействия внутри окна ограниченного доступа (RAW) в сетях IEEE 802.11ah ,2014,А.В.,Кротов
1169,Хоров Е.М.,Модель передачи данных межмашинного взаимодействия внутри окна ограниченного доступа (RAW) в сетях IEEE 802.11ah ,2014,Е.М.,Хоров
1170,Кудинов А.В.,О полноте предтранзитивных логик конечной глубины ,2014,А.В.,Кудинов
1171,Шапировский И.Б.,О полноте предтранзитивных логик конечной глубины ,2014,И.Б.,Шапировский
1172,Смирнов А.Ю.,Анализ тканеспецифичного переключения основных изоформ ,2014,А.Ю.,Смирнов
1173,Курмангалиев Е.Ж.,Анализ тканеспецифичного переключения основных изоформ ,2014,Е.Ж.,Курмангалиев
1174,Курмангалиев Е.Ж.,Естественная вариабельность транскриптомов Drosophila melanogaster ,2014,Е.Ж.,Курмангалиев
1175,Лопатина Е.В.,Эволюционные процессы в геномах бактерий рода Burkholderia ,2014,Е.В.,Лопатина
1176,Маляр Н.Л.,Кинематика подъема/спуска на ступеньку у детей с ранним детским аутизмом ,2014,Н.Л.,Маляр
1177,Максимова Е.В.,Кинематика подъема/спуска на ступеньку у детей с ранним детским аутизмом ,2014,Е.В.,Максимова
1178,Талис В.Л.,Кинематика подъема/спуска на ступеньку у детей с ранним детским аутизмом ,2014,В.Л.,Талис
1179,Тимошенко С.П.,"Относительные прилагательные, образованные от топонимов: способы разрешения многозначности ",2014,С.П.,Тимошенко
1180,Маракасова А.А.,"Относительные прилагательные, образованные от топонимов: способы разрешения многозначности ",2014,А.А.,Маракасова
1181,Ставровская Е.Д.,Выявление эффекта транскрипции интронов с помощью корреляционного анализа ,2014,Е.Д.,Ставровская
1182,Фаворов А.В.,Выявление эффекта транскрипции интронов с помощью корреляционного анализа ,2014,А.В.,Фаворов
1183,Миронов А.А.,Выявление эффекта транскрипции интронов с помощью корреляционного анализа ,2014,А.А.,Миронов
1184,Мухина В.С.,Исследование горизонтального переноса пластидных генов у растений и водорослей ,2014,В.С.,Мухина
1185,Назаренко А.М.,Автоматизация инженерных расчетов с помощью потоков работ ,2014,А.М.,Назаренко
1186,Прохоров А.А.,Автоматизация инженерных расчетов с помощью потоков работ ,2014,А.А.,Прохоров
1187,Сухорослов О.В.,Автоматизация инженерных расчетов с помощью потоков работ ,2014,О.В.,Сухорослов
1188,Притула Н.Е.,Сравнение двух алгоритмов проективно-инвариантного распознавания плоских замкнутых контуров с единственной вогнутостью ,2014,Н.Е.,Притула
1189,Шершкус А.В.,Сравнение двух алгоритмов проективно-инвариантного распознавания плоских замкнутых контуров с единственной вогнутостью ,2014,А.В.,Шершкус
1190,Николаев П.П.,Сравнение двух алгоритмов проективно-инвариантного распознавания плоских замкнутых контуров с единственной вогнутостью ,2014,П.П.,Николаев
1191,Осипов Д.C.,"О выборе параметров внутреннего кода в одной сигнально-кодовой конструкции, устойчивой к воздействию аддитивных помех ",2014,Д.C.,Осипов
1192,Осипов И.И.,Теорема ван Бентема для логики KxK ,2014,И.И.,Осипов
1193,Панчин А.Ю.,Гипотеза микробного происхождения некоторых религиозных практик ,2014,А.Ю.,Панчин
1194,Тужиков А.В.,Гипотеза микробного происхождения некоторых религиозных практик ,2014,А.В.,Тужиков
1195,Панчин Ю.В.,Гипотеза микробного происхождения некоторых религиозных практик ,2014,Ю.В.,Панчин
1196,Первушин Д.Д.,О нахождении консервативных комплементарных участков без использования множественного выравнивания последовательностей ,2014,Д.Д.,Первушин
1197,Петроченков В.В.,Конструирование и выбор признаков для морфологического теггера ,2014,В.В.,Петроченков
1198,Пономаренко А.А.,Организация быстрого поиска без индекса ,2014,А.А.,Пономаренко
1199,Крохина Д.,Использование критерия Отсу в пространстве геометрических разрезов на примере задачи поиска линии горизонта ,2014,Д.,Крохина
1200,Прун В.Е.,Использование критерия Отсу в пространстве геометрических разрезов на примере задачи поиска линии горизонта ,2014,В.Е.,Прун
1201,Постников В.В.,Использование критерия Отсу в пространстве геометрических разрезов на примере задачи поиска линии горизонта ,2014,В.В.,Постников
1202,Пюрбеев Ю.А.,Классификация тональностей предложений с помощью УСП над деревьями зависимостей для русского языка ,2014,Ю.А.,Пюрбеев
1203,Хорошкин М.С.,Эволюция специфичности к эффекторам у транскрипционных факторов семейства LacI ,2014,М.С.,Хорошкин
1204,Родионов Д.А.,Эволюция специфичности к эффекторам у транскрипционных факторов семейства LacI ,2014,Д.А.,Родионов
1205,Рыбин П.С.,"Оценка доли стираний, гарантированно исправимых нерегулярным МПП-кодом ",2014,П.С.,Рыбин
1206,Suvorikova A.Л.,Обнаружение разладки при неверном предположении о природе данных ,2014,A.Л.,Suvorikova
1207,Спокойный В.Г.,Обнаружение разладки при неверном предположении о природе данных ,2014,В.Г.,Спокойный
1208,Червонцева З.С.,Эволюция оперонных структур в геномах бактерий ,2014,З.С.,Червонцева
1209,Ставровская Е.Д.,Эволюция оперонных структур в геномах бактерий ,2014,Е.Д.,Ставровская
1210,Суворова И.А.,Транскрипционные факторы подсемейства MocR ,2014,И.А.,Суворова
1211,Филаретов В.А.,"Факторы транскрипции MADS-box, участвующие в образовании кругов цветка ",2014,В.А.,Филаретов
1212,Хегази М.О.А.,Метод немедленной и отложенной репликации данных ,2014,М.О.А.,Хегази
1213,Храмеева Е.Е.,Анализ структуры хроматина в двух клеточных линиях дрозофилы ,2014,Е.Е.,Храмеева
1214,Андрианова М.А.,Поиск de novo мутаций в высокополиморфных видах ,2015,М.А.,Андрианова
1215,Сеплярский В.Б.,Поиск de novo мутаций в высокополиморфных видах ,2015,В.Б.,Сеплярский
1216,Логачёва М.Д.,Поиск de novo мутаций в высокополиморфных видах ,2015,М.Д.,Логачёва
1217,Клепикова А.В.,Поиск de novo мутаций в высокополиморфных видах ,2015,А.В.,Клепикова
1218,Пенин А.А.,Поиск de novo мутаций в высокополиморфных видах ,2015,А.А.,Пенин
1219,Базыкин Г.А.,Поиск de novo мутаций в высокополиморфных видах ,2015,Г.А.,Базыкин
1220,Кондрашов А.С.,Поиск de novo мутаций в высокополиморфных видах ,2015,А.С.,Кондрашов
1221,Потапова Н.А.,Изучение накопления замен в нонсенс-аллелях ,2015,Н.А.,Потапова
1222,Андрианова М.А.,Изучение накопления замен в нонсенс-аллелях ,2015,М.А.,Андрианова
1223,Базыкин Г.А.,Изучение накопления замен в нонсенс-аллелях ,2015,Г.А.,Базыкин
1224,Кондрашов А.С.,Изучение накопления замен в нонсенс-аллелях ,2015,А.С.,Кондрашов
1225,Аникин А.,Недетерминированные линейные системы высокой размерности: численные методы и предположения моделирования ,2015,А.,Аникин
1226,Бузун Н.О.,Недетерминированные линейные системы высокой размерности: численные методы и предположения моделирования ,2015,Н.О.,Бузун
1227,Двуреченский П.Е.,Недетерминированные линейные системы высокой размерности: численные методы и предположения моделирования ,2015,П.Е.,Двуреченский
1228,Гаглоев А.,Недетерминированные линейные системы высокой размерности: численные методы и предположения моделирования ,2015,А.,Гаглоев
1229,Гасников А.В.,Недетерминированные линейные системы высокой размерности: численные методы и предположения моделирования ,2015,А.В.,Гасников
1230,Голов А.,Недетерминированные линейные системы высокой размерности: численные методы и предположения моделирования ,2015,А.,Голов
1231,Горнов А.,Недетерминированные линейные системы высокой размерности: численные методы и предположения моделирования ,2015,А.,Горнов
1232,Губайдулин А.,Недетерминированные линейные системы высокой размерности: численные методы и предположения моделирования ,2015,А.,Губайдулин
1233,Максимов Ю.В.,Недетерминированные линейные системы высокой размерности: численные методы и предположения моделирования ,2015,Ю.В.,Максимов
1234,Мендель М.,Недетерминированные линейные системы высокой размерности: численные методы и предположения моделирования ,2015,М.,Мендель
1235,Спокойный В.Г.,Недетерминированные линейные системы высокой размерности: численные методы и предположения моделирования ,2015,В.Г.,Спокойный
1236,Ахуджа С.,Введение новой метрики Hit Rate и ее вариант с масштабированием классификации алгоритмов ,2015,С.,Ахуджа
1237,Крымова Е.А.,Классификация состояний человека по данным МЭГ при выполнении моторных движений ,2015,Е.А.,Крымова
1238,Ашурбекова К.,Классификация состояний человека по данным МЭГ при выполнении моторных движений ,2015,К.,Ашурбекова
1239,Ушаков В.,Классификация состояний человека по данным МЭГ при выполнении моторных движений ,2015,В.,Ушаков
1240,Бабенко М.,Разработка облачной системы мониторинга вычислений  в системе остаточных классов ,2015,М.,Бабенко
1241,Червяков М.,Разработка облачной системы мониторинга вычислений  в системе остаточных классов ,2015,М.,Червяков
1242,Кучеров Н.,Разработка облачной системы мониторинга вычислений  в системе остаточных классов ,2015,Н.,Кучеров
1243,Горянина А.,Разработка облачной системы мониторинга вычислений  в системе остаточных классов ,2015,А.,Горянина
1244,Голиков С.,Разработка облачной системы мониторинга вычислений  в системе остаточных классов ,2015,С.,Голиков
1245,Сеплярский В.Б.,Апобек делает мутации на отстающей цепи ДНК ,2015,В.Б.,Сеплярский
1246,Базыкин Г.А.,Апобек делает мутации на отстающей цепи ДНК ,2015,Г.А.,Базыкин
1247,Безменова А.В.,Зависимость силы отрицательного естественного отбора от демографических характеристик вида ,2015,А.В.,Безменова
1248,Базыкин Г.А.,Зависимость силы отрицательного естественного отбора от демографических характеристик вида ,2015,Г.А.,Базыкин
1249,Кондрашов А.С.,Зависимость силы отрицательного естественного отбора от демографических характеристик вида ,2015,А.С.,Кондрашов
1250,Денисов С.В.,Влияние корреляций между позициями на эволюцию сайтов сплайсинга в геномах млекопитающих ,2015,С.В.,Денисов
1251,Базыкин Г.А.,Влияние корреляций между позициями на эволюцию сайтов сплайсинга в геномах млекопитающих ,2015,Г.А.,Базыкин
1252,Базыкин Г.А.,Смена однопозиционной пригодности ландшафтов и ее причины ,2015,Г.А.,Базыкин
1253,Лежнина К.В.,Ускорение появления несинонимичных замен вслед за разрешающими синонимичными заменами в геномах позвоночных ,2015,К.В.,Лежнина
1254,Науменко С.А.,Ускорение появления несинонимичных замен вслед за разрешающими синонимичными заменами в геномах позвоночных ,2015,С.А.,Науменко
1255,Базыкин Г.А.,Ускорение появления несинонимичных замен вслед за разрешающими синонимичными заменами в геномах позвоночных ,2015,Г.А.,Базыкин
1256,Кондрашов А.С.,Ускорение появления несинонимичных замен вслед за разрешающими синонимичными заменами в геномах позвоночных ,2015,А.С.,Кондрашов
1257,Сафина К.Р.,Анализ коррелированной эволюции РНК структур прокариот ,2015,К.Р.,Сафина
1258,Базыкин Г.А.,Анализ коррелированной эволюции РНК структур прокариот ,2015,Г.А.,Базыкин
1259,Клинк Г.В.,Анализ роли эпистатических взаимодействий в эволюции белков на основе больших филогений ,2015,Г.В.,Клинк
1260,Базыкин Г.А.,Анализ роли эпистатических взаимодействий в эволюции белков на основе больших филогений ,2015,Г.А.,Базыкин
1261,Тереханова Н.В.,Эволюция локальной скорости мутирования и её детерминанты ,2015,Н.В.,Тереханова
1262,Базыкин Г.А.,Эволюция локальной скорости мутирования и её детерминанты ,2015,Г.А.,Базыкин
1263,Солдатов Р.А.,Эволюция локальной скорости мутирования и её детерминанты ,2015,Р.А.,Солдатов
1264,Сеплярский В.Б.,Эволюция локальной скорости мутирования и её детерминанты ,2015,В.Б.,Сеплярский
1265,Банков Д.В.,Анализ эффективности окна ограниченного доступа для сети сенсоров с возобновляемыми источниками энергии ,2015,Д.В.,Банков
1266,Хоров Е.М.,Анализ эффективности окна ограниченного доступа для сети сенсоров с возобновляемыми источниками энергии ,2015,Е.М.,Хоров
1267,Ляхов А.И.,Анализ эффективности окна ограниченного доступа для сети сенсоров с возобновляемыми источниками энергии ,2015,А.И.,Ляхов
1268,Кротов А.В.,Анализ эффективности окна ограниченного доступа для сети сенсоров с возобновляемыми источниками энергии ,2015,А.В.,Кротов
1269,Красавина Т.,Исследование протокола распределенного управления процессом присоединения устройств при отсутствии помех в канале ,2015,Т.,Красавина
1270,Банков Д.В.,Исследование протокола распределенного управления процессом присоединения устройств при отсутствии помех в канале ,2015,Д.В.,Банков
1271,Хоров Е.М.,Исследование протокола распределенного управления процессом присоединения устройств при отсутствии помех в канале ,2015,Е.М.,Хоров
1272,Бедринцев А.А.,Описание пространства дизайна с помощью экстремальных эллипсоидов ,2015,А.А.,Бедринцев
1273,Чепыжов В.В.,Описание пространства дизайна с помощью экстремальных эллипсоидов ,2015,В.В.,Чепыжов
1274,Белогаев А.А.,Исследование улучшенного алгоритма рассылки информации о резервированиях в сетях Wi-Fi Mesh ,2015,А.А.,Белогаев
1275,Красилов А.Н.,Исследование улучшенного алгоритма рассылки информации о резервированиях в сетях Wi-Fi Mesh ,2015,А.Н.,Красилов
1276,Хоров Е.М.,Исследование улучшенного алгоритма рассылки информации о резервированиях в сетях Wi-Fi Mesh ,2015,Е.М.,Хоров
1277,Ляхов А.И.,Исследование улучшенного алгоритма рассылки информации о резервированиях в сетях Wi-Fi Mesh ,2015,А.И.,Ляхов
1278,Меринов П.А.,Влияние автоматических методов очистки ЭЭГ от артефактов на точность классификации ,2015,П.А.,Меринов
1279,Беляев М.Г.,Влияние автоматических методов очистки ЭЭГ от артефактов на точность классификации ,2015,М.Г.,Беляев
1280,Беляева Д.Г.,Многополосная фильтрация в алгоритме классификации ЭЭГ на основе концепций римановой геометрии ,2015,Д.Г.,Беляева
1281,Беляев М.Г.,Многополосная фильтрация в алгоритме классификации ЭЭГ на основе концепций римановой геометрии ,2015,М.Г.,Беляев
1282,Кривов Е.А.,Использование методов снижения размерности в задаче классификации ковариационных матриц ЭЭГ ,2015,Е.А.,Кривов
1283,Беляев М.Г.,Использование методов снижения размерности в задаче классификации ковариационных матриц ЭЭГ ,2015,М.Г.,Беляев
1284,Борисевич Д.,"Очистка мутаций, считающихся патогенными, с использованием доброкачественных вариантов характеристик ",2015,Д.,Борисевич
1285,Шаталова Л.,"Очистка мутаций, считающихся патогенными, с использованием доброкачественных вариантов характеристик ",2015,Л.,Шаталова
1286,Ильинский В.,"Очистка мутаций, считающихся патогенными, с использованием доброкачественных вариантов характеристик ",2015,В.,Ильинский
1287,Мостафа М.,Комбинаторная метрика и совместное декодирование ошибок и стираний для трансляционной метрики ,2015,М.,Мостафа
1288,Боссерт М.,Комбинаторная метрика и совместное декодирование ошибок и стираний для трансляционной метрики ,2015,М.,Боссерт
1289,Бочаров Д.А.,Детекторы проездов на основе технического зрения в автоматическом классификаторе транспортных средств ,2015,Д.А.,Бочаров
1290,Коптелов И.А.,Детекторы проездов на основе технического зрения в автоматическом классификаторе транспортных средств ,2015,И.А.,Коптелов
1291,Кузнецова Е.Г.,Детекторы проездов на основе технического зрения в автоматическом классификаторе транспортных средств ,2015,Е.Г.,Кузнецова
1292,Лопатина Е.В.,Понимание истории эволюции бактерии Burkholderia spp ,2015,Е.В.,Лопатина
1293,Бочкарева О.О.,Понимание истории эволюции бактерии Burkholderia spp ,2015,О.О.,Бочкарева
1294,Казанов М.Д.,Понимание истории эволюции бактерии Burkholderia spp ,2015,М.Д.,Казанов
1295,Калинина А.С.,Понимание истории эволюции бактерии Burkholderia spp ,2015,А.С.,Калинина
1296,Драненко Н.О.,Эволюционная история перестроек в штаммах Yersinia ,2015,Н.О.,Драненко
1297,Лозинский Я.,Эволюционная история перестроек в штаммах Yersinia ,2015,Я.,Лозинский
1298,Халаичева В.,Эволюционная история перестроек в штаммах Yersinia ,2015,В.,Халаичева
1299,Калинина А.С.,Эволюционная история перестроек в штаммах Yersinia ,2015,А.С.,Калинина
1300,Бочкарева О.О.,Эволюционная история перестроек в штаммах Yersinia ,2015,О.О.,Бочкарева
1301,Ингачева А.С.,Критерий численной оценки выраженности артефактов восстановления для возможности дальнейшей оценки качества реконструкции в случае использования полихроматической моды для зондирования в методе рентгеновской томографии ,2015,А.С.,Ингачева
1302,Чукалина М.В.,Критерий численной оценки выраженности артефактов восстановления для возможности дальнейшей оценки качества реконструкции в случае использования полихроматической моды для зондирования в методе рентгеновской томографии ,2015,М.В.,Чукалина
1303,Николаев Д.П.,Критерий численной оценки выраженности артефактов восстановления для возможности дальнейшей оценки качества реконструкции в случае использования полихроматической моды для зондирования в методе рентгеновской томографии ,2015,Д.П.,Николаев
1304,Бузмаков А.,Критерий численной оценки выраженности артефактов восстановления для возможности дальнейшей оценки качества реконструкции в случае использования полихроматической моды для зондирования в методе рентгеновской томографии ,2015,А.,Бузмаков
1305,Прун В.Е.,Критерий численной оценки выраженности артефактов восстановления для возможности дальнейшей оценки качества реконструкции в случае использования полихроматической моды для зондирования в методе рентгеновской томографии ,2015,В.Е.,Прун
